,Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity
158254,10/21/2021,01101,42,Montgomery County,AL,45.3,102572,102567.0,53.8,96531,55.6,25816,73.2,92.5,129340.0,57.1,129323.0,67.9,121223.0,69.8,31754.0,90.0,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
162657,10/20/2021,01101,42,Montgomery County,AL,45.2,102407,102402.0,53.7,96376,55.5,25798,73.1,92.5,129135.0,57.0,129118.0,67.8,121028.0,69.7,31729.0,89.9,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
166477,10/19/2021,01101,42,Montgomery County,AL,45.2,102267,102262.0,53.7,96250,55.4,25777,73.1,92.5,128999.0,57.0,128982.0,67.7,120908.0,69.6,31707.0,89.9,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
168211,10/18/2021,01101,42,Montgomery County,AL,45.1,102192,102187.0,53.6,96187,55.4,25770,73.0,92.5,128921.0,56.9,128904.0,67.7,120844.0,69.6,31695.0,89.8,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
170877,10/17/2021,01101,42,Montgomery County,AL,45.1,102078,102073.0,53.6,96091,55.4,25749,73.0,92.5,128809.0,56.9,128792.0,67.6,120741.0,69.6,31672.0,89.8,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
176401,10/16/2021,01101,41,Montgomery County,AL,45.0,101885,101880.0,53.5,95914,55.3,25721,72.9,92.5,128608.0,56.8,128591.0,67.5,120549.0,69.4,31635.0,89.7,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
179951,10/15/2021,01101,41,Montgomery County,AL,44.9,101657,101652.0,53.3,95705,55.1,25678,72.8,92.5,128389.0,56.7,128372.0,67.4,120344.0,69.3,31588.0,89.5,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
181380,10/14/2021,01101,41,Montgomery County,AL,44.8,101478,101473.0,53.3,95537,55.0,25650,72.7,92.5,128247.0,56.6,128230.0,67.3,120205.0,69.2,31562.0,89.5,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
186893,10/13/2021,01101,41,Montgomery County,AL,44.6,100995,100990.0,53.0,95080,54.8,25622,72.6,92.5,127751.0,56.4,127734.0,67.0,119715.0,69.0,31532.0,89.4,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
187466,10/12/2021,01101,41,Montgomery County,AL,44.6,100943,100938.0,53.0,95036,54.7,25617,72.6,92.5,127723.0,56.4,127706.0,67.0,119691.0,68.9,31526.0,89.4,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
192579,10/11/2021,01101,41,Montgomery County,AL,44.5,100838,100833.0,52.9,94945,54.7,25603,72.6,92.5,127625.0,56.4,127608.0,67.0,119605.0,68.9,31519.0,89.3,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
196633,10/10/2021,01101,41,Montgomery County,AL,44.5,100682,100677.0,52.8,94821,54.6,25579,72.5,92.5,127495.0,56.3,127478.0,66.9,119492.0,68.8,31495.0,89.3,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
200024,10/09/2021,01101,40,Montgomery County,AL,44.4,100483,100478.0,52.7,94637,54.5,25528,72.4,92.5,127367.0,56.2,127350.0,66.8,119371.0,68.8,31457.0,89.2,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
200656,10/08/2021,01101,40,Montgomery County,AL,44.3,100406,100401.0,52.7,94571,54.5,25514,72.3,92.5,127304.0,56.2,127287.0,66.8,119311.0,68.7,31445.0,89.1,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
204730,10/07/2021,01101,40,Montgomery County,AL,44.2,100027,100022.0,52.5,94225,54.3,25423,72.1,92.5,127043.0,56.1,127026.0,66.7,119078.0,68.6,31380.0,88.9,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
208788,10/06/2021,01101,40,Montgomery County,AL,44.1,99897,99892.0,52.4,94106,54.2,25399,72.0,92.5,126936.0,56.0,126919.0,66.6,118978.0,68.5,31364.0,88.9,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
212225,10/05/2021,01101,40,Montgomery County,AL,44.0,99745,99740.0,52.3,93971,54.1,25381,71.9,92.5,126829.0,56.0,126812.0,66.6,118880.0,68.5,31349.0,88.9,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
214670,10/04/2021,01101,40,Montgomery County,AL,44.0,99637,99632.0,52.3,93881,54.1,25370,71.9,92.5,126759.0,56.0,126742.0,66.5,118818.0,68.4,31342.0,88.8,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
219108,10/03/2021,01101,40,Montgomery County,AL,43.9,99319,99314.0,52.1,93612,53.9,25327,71.8,92.5,126511.0,55.9,126494.0,66.4,118601.0,68.3,31296.0,88.7,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
220190,10/02/2021,01101,39,Montgomery County,AL,43.7,98940,98936.0,51.9,93288,53.7,25274,71.6,92.5,126283.0,55.8,126266.0,66.3,118393.0,68.2,31248.0,88.6,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
224968,10/01/2021,01101,39,Montgomery County,AL,43.6,98789,98785.0,51.8,93149,53.7,25236,71.5,92.5,126161.0,55.7,126144.0,66.2,118282.0,68.1,31215.0,88.5,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
227045,09/30/2021,01101,39,Montgomery County,AL,43.6,98736,98732.0,51.8,93101,53.6,25234,71.5,92.5,126133.0,55.7,126116.0,66.2,118256.0,68.1,31214.0,88.5,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
229945,09/29/2021,01101,39,Montgomery County,AL,43.4,98408,98404.0,51.6,92788,53.4,25197,71.4,92.5,125908.0,55.6,125891.0,66.1,118049.0,68.0,31163.0,88.3,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
234748,09/28/2021,01101,39,Montgomery County,AL,43.4,98367,98363.0,51.6,92748,53.4,25188,71.4,92.5,125859.0,55.6,125842.0,66.0,118002.0,68.0,31157.0,88.3,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
237483,09/27/2021,01101,39,Montgomery County,AL,43.3,97992,97988.0,51.4,92419,53.2,25154,71.3,92.5,125652.0,55.5,125635.0,65.9,117830.0,67.9,31129.0,88.2,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
240264,09/26/2021,01101,39,Montgomery County,AL,43.1,97724,97720.0,51.3,92205,53.1,25140,71.3,92.5,125515.0,55.4,125498.0,65.9,117715.0,67.8,31110.0,88.2,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
243407,09/25/2021,01101,38,Montgomery County,AL,43.0,97379,97375.0,51.1,91921,53.0,25110,71.2,92.4,125254.0,55.3,125237.0,65.7,117494.0,67.7,31088.0,88.1,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
246602,09/24/2021,01101,38,Montgomery County,AL,42.8,96956,96952.0,50.9,91546,52.7,25056,71.0,92.4,124966.0,55.2,124949.0,65.6,117234.0,67.5,31053.0,88.0,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
251401,09/23/2021,01101,38,Montgomery County,AL,42.7,96797,96793.0,50.8,91403,52.7,25030,70.9,92.4,124856.0,55.1,124839.0,65.5,117128.0,67.5,31043.0,88.0,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
255242,09/22/2021,01101,38,Montgomery County,AL,42.7,96720,96716.0,50.8,91331,52.6,25030,70.9,92.4,124783.0,55.1,124766.0,65.5,117059.0,67.4,31041.0,88.0,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
256512,09/21/2021,01101,38,Montgomery County,AL,42.6,96515,96511.0,50.7,91150,52.5,25013,70.9,92.4,124621.0,55.0,124604.0,65.4,116904.0,67.3,31023.0,87.9,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
261908,09/20/2021,01101,38,Montgomery County,AL,42.6,96381,96377.0,50.6,91030,52.4,25000,70.9,92.4,124541.0,55.0,124524.0,65.4,116829.0,67.3,31011.0,87.9,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
263362,09/19/2021,01101,38,Montgomery County,AL,42.5,96207,96203.0,50.5,90892,52.4,24985,70.8,92.4,124407.0,54.9,124390.0,65.3,116715.0,67.2,31004.0,87.9,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
268426,09/18/2021,01101,37,Montgomery County,AL,42.2,95528,95524.0,50.1,90320,52.0,24938,70.7,92.4,124031.0,54.8,124014.0,65.1,116392.0,67.0,30967.0,87.8,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
270924,09/17/2021,01101,37,Montgomery County,AL,42.2,95496,95492.0,50.1,90288,52.0,24938,70.7,92.4,123946.0,54.7,123929.0,65.0,116308.0,67.0,30967.0,87.8,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
272576,09/16/2021,01101,37,Montgomery County,AL,42.0,95184,95180.0,50.0,90012,51.9,24917,70.6,92.4,123738.0,54.6,123721.0,64.9,116128.0,66.9,30949.0,87.7,D,15.0,16.0,16.0,16.0,Metro,3.0,4.0,4.0,4.0
276042,09/15/2021,01101,37,Montgomery County,AL,41.9,94870,94866.0,49.8,89737,51.7,24895,70.6,92.4,123453.0,54.5,123436.0,64.8,115875.0,66.7,30924.0,87.7,D,15.0,15.0,16.0,16.0,Metro,3.0,3.0,4.0,4.0
280101,09/14/2021,01101,37,Montgomery County,AL,41.7,94476,94472.0,49.6,89396,51.5,24860,70.5,92.4,123140.0,54.4,123123.0,64.6,115600.0,66.6,30898.0,87.6,D,15.0,15.0,16.0,16.0,Metro,3.0,3.0,4.0,4.0
283361,09/13/2021,01101,37,Montgomery County,AL,41.5,94001,93997.0,49.3,89007,51.3,24832,70.4,92.4,122769.0,54.2,122752.0,64.4,115277.0,66.4,30870.0,87.5,D,15.0,15.0,16.0,16.0,Metro,3.0,3.0,4.0,4.0
285835,09/12/2021,01101,37,Montgomery County,AL,39.2,88894,88890.0,46.7,83991,48.4,23123,65.5,92.2,112820.0,49.8,112803.0,59.2,105454.0,60.7,28012.0,79.4,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
292038,09/11/2021,01101,36,Montgomery County,AL,39.0,88414,88410.0,46.4,83586,48.1,23086,65.4,92.2,112192.0,49.5,112175.0,58.9,104919.0,60.4,27971.0,79.3,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
294261,09/10/2021,01101,36,Montgomery County,AL,39.0,88407,88403.0,46.4,83579,48.1,23086,65.4,92.2,112187.0,49.5,112170.0,58.9,104914.0,60.4,27971.0,79.3,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
297913,09/09/2021,01101,36,Montgomery County,AL,38.9,88037,88033.0,46.2,83248,48.0,23042,65.3,92.2,111870.0,49.4,111853.0,58.7,104638.0,60.3,27942.0,79.2,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
300374,09/08/2021,01101,36,Montgomery County,AL,38.7,87676,87672.0,46.0,82946,47.8,23014,65.2,92.1,111526.0,49.2,111509.0,58.5,104334.0,60.1,27909.0,79.1,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
303857,09/07/2021,01101,36,Montgomery County,AL,38.6,87438,87434.0,45.9,82734,47.7,22983,65.1,92.1,111365.0,49.2,111348.0,58.4,104189.0,60.0,27895.0,79.1,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
307681,09/06/2021,01101,36,Montgomery County,AL,38.5,87105,87101.0,45.7,82467,47.5,22963,65.1,92.1,111072.0,49.0,111055.0,58.3,103954.0,59.9,27877.0,79.0,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
308996,09/05/2021,01101,36,Montgomery County,AL,38.3,86770,86766.0,45.5,82212,47.4,22947,65.0,92.1,110782.0,48.9,110765.0,58.1,103719.0,59.7,27859.0,79.0,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
312355,09/04/2021,01101,35,Montgomery County,AL,38.2,86620,86616.0,45.5,82089,47.3,22938,65.0,92.1,110659.0,48.9,110642.0,58.1,103622.0,59.7,27845.0,78.9,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
317793,09/03/2021,01101,35,Montgomery County,AL,38.1,86387,86383.0,45.3,81883,47.2,22909,64.9,92.1,110460.0,48.8,110443.0,58.0,103444.0,59.6,27824.0,78.9,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
